code,description_en,description_no
80310000,"Youth education services",Ungdomsskoleundervisning
80320000,"Medical education services","Medisinsk undervisning"
80330000,"Safety education services",Sikkerhetsutdannelse
80340000,"Special education services",Spesialundervisning
80400000,"Adult and other education services","Voksenundervisning og annen undervisning"
80410000,"Various school services","Diverse skoletjenester"
80411000,"Driving-school services",Kjøreskoletjenester
80411100,"Driving-test services","Avholdelse av kjøreprøver"
80411200,"Driving lessons",Kjøretimer
80412000,"Flying-school services",Flyundervisning
80413000,"Sailing-school services","Tjenester utført av seileskoler"
80414000,"Diving-school services","Tjenester utført av dykkerskoler"
80415000,"Ski-training services","Tjenester utført av skiskoler"
80420000,"E-learning services",E-læringstjenester
80430000,"Adult-education services at university level","Voksenundervisning på universitetsnivå"
80490000,"Operation of an educational centre","Drift av undervisningsinstitusjon"
80500000,"Training services",Utdannelsestilbud
80510000,"Specialist training services",Spesialutdannelse
80511000,"Staff training services",Personaleutdannelse
80512000,"Dog training services",Hundetreningstjenester
80513000,"Horse riding school services",Hesterideskoletjenester
80520000,"Training facilities",Utdannelsesfasiliteter
80521000,"Training programme services",Utdannelsesprogrammer
80522000,"Training seminars",Utdannelsesseminarer
80530000,"Vocational training services",Yrkesutdannelse
80531000,"Industrial and technical training services","Utdannelse innen industri og teknikk"
80531100,"Industrial training services","Utdannelse innen industri"
80531200,"Technical training services","Utdannelse innen teknikk"
80532000,"Management training services","Utdannelse i bedriftsledelse"
80533000,"Computer-user familiarisation and training services","Undervisning i anvendelse av datamaskiner"
80533100,"Computer training services",Edb-utdannelse
80533200,"Computer courses",Edb-kurs
80540000,"Environmental training services",Miljøutdannelse
80550000,"Safety training services","Utdannelse innen sikkerhet"
80560000,"Health and first-aid training services","Undervisning i helse og førstehjelp"
80561000,"Health training services","Undervisning i helse"
80562000,"First-aid training services",Førstehjelpsutdannelse
80570000,"Personal development training services","Utdannelsestilbud til personlig utvikling"
80580000,"Provision of language courses","Avholdelse av språkkurser"
80590000,"Tutorial services",Opplæringstjenester
80600000,"Training services in defence and security materials","Opplæringstjenester i forsvar og sikkerhetsmateriell"
80610000,"Training and simulation in security equipment","Trening og simulering i sikkerhetssystemer"
80620000,"Training and simulation in firearms and ammunition","Trening og simulering med skytevåpen og ammunisjon"
80630000,"Training and simulation in military vehicles","Trening og simulering i militære kjøretøy"
80640000,"Training and simulation in warships","Trening og simulering på krigsskip"
80650000,"Training and simulation in aircrafts, missiles and spacecrafts","Trening og simulering i luftfartøy, missil og romfartøy"
80660000,"Training and simulation in military electronic systems","Trening og simulering i militære elektroniske systemer"
85000000,"Health and social work services","Helse- og sosial tjenesteyting"
85100000,"Health services","Tjenesteytelser innen helsevesenet"
85110000,"Hospital and related services","Sykehus og tilknyttede tjenester"
85111000,"Hospital services",Sykehustjenester
85111100,"Surgical hospital services","Tjenester knyttet til kirurgiske avdelinger"
85111200,"Medical hospital services","Tjenester knyttet til medisinsk avdelinger"
85111300,"Gynaecological hospital services","Tjenester knyttet til gynekologiske avdelinger"
85111310,"In vitro fertilisation services","Tjenester knyttet til In-vitro befrukting"
85111320,"Obstetrical hospital services","Tjenester knyttet til fødeavdelinger"
85111400,"Rehabilitation hospital services","Tjenester knyttet til rehabilitering"
85111500,"Psychiatric hospital services","Tjenester knyttet til psykiatriske avdelinger"
85111600,"Orthotic services","Tjenester knyttet til ortopedi"
85111700,"Oxygen-therapy services","Tjenester knyttet til oksygenbehandling"
85111800,"Pathology services","Tjenester knyttet til patologi"
85111810,"Blood analysis services",Blodanalysetjenester
85111820,"Bacteriological analysis services","Bakteriologiske analysetjenester"
85111900,"Hospital dialysis services",Sykehusdialysetjenester
85112000,"Hospital support services",Sykehusstøttetjenester
85112100,"Hospital-bedding services","Levering av sengetøy til sykehus"
85112200,"Outpatient care services",Poliklinisketjenester
85120000,"Medical practice and related services","Tjenester knyttet til praktiserende leger og tilhørende tjenester"
85121000,"Medical practice services","Tjenester utført av praktiserende leger"
85121100,"General-practitioner services","Tjenester knyttet til allmennpraktiserende leger"
85121200,"Medical specialist services","Tjenester knyttet til medisinske spesialister"
85121210,"Gyneacologic or obstetric services","Gynekologiske eller fødselstjenester"
85121220,"Nephrology or nervous system specialist services","Nyrespesialist eller nervesystemsspesialisttjenester"
85121230,"Cardiology services or pulmonary specialists services","Kardiologi- og lungespesialisttjenester"
85121231,"Cardiology services",Kardiologitjenester
85121232,"Pulmonary specialists services",Lungespesialisttjenester
85121240,"ENT or audiologist services","Tjenester i forbindelse med øre-, nese-, halssykdommer eller audiolog"
85121250,"Gastroenterologist and geriatric services","Gastroenterologiske og geriatriske tjenester"
85121251,"Gastroenterologist services","Gastroenterologiske tjenester"
85121252,"Geriatric services","Geriatriske tjenester"
85121270,"Psychiatrist or psychologist services","Psykiater- eller psykologtjenester"
85121271,"Home for the psychologically disturbed services","Tjenester i forbindelse med hjem for psykisk syke."
85121280,"Ophthalmologist, dermatology or orthopedics services","Øyenlege-, dermatologi- og ortopediske tjenester"
85121281,"Ophthalmologist services",Øyenlegetjenester
85121282,"Dermatology services",Dermatologitjenester
85121283,"Orthopaedic services","Ortopediske tjenester"
85121290,"Paediatric or urologist services","Barnespesialist- og urologtjenester"
85121291,"Paediatric services",Barnelegetjenester
85121292,"Urologist services",Urologtjenester
85121300,"Surgical specialist services","Tjenester knyttet til kirurgiske spesialister"
85130000,"Dental practice and related services","Tjenester knyttet til tannleger og tilhørende tjenester"
85131000,"Dental-practice services","Tjenester knyttet til praktiserende tannleger"
85131100,"Orthodontic services",Tannregulering
85131110,"Orthodontic-surgery services",Tannreguleringskirurgi
85140000,"Miscellaneous health services","Diverse helsetjenester"
85141000,"Services provided by medical personnel","Tjenester som utføres av helse-/pleiepersonell"
85141100,"Services provided by midwives",Jordmortjenester
85141200,"Services provided by nurses",Sykepleietjenester
85141210,"Home medical treatment services",Hjemmesykepleie
85141211,"Dialysis home medical treatment services","Dialysebehandling i hjemmet"
85141220,"Advisory services provided by nurses","Veiledning utført av sykepleiere"
85142000,"Paramedical services","Tjenester i tilknytning til akuttmedisin/ambulansepersonell"
85142100,"Physiotherapy services","Tjenesteytelser innen fysioterapi"
85142200,"Homeopathic services","Homeopatiske tjenester"
85142300,"Hygiene services","Tjenester i tilknytning til hygiene"
85142400,"Home delivery of incontinence products","Hjemmelevering av inkontinensartikler"
85143000,"Ambulance services",Ambulansetjenester
85144000,"Residential health facilities services","Tjenester utført av behandlingsinstitusjoner"
85144100,"Residential nursing care services","Sykepleie på pleiehjem"
85145000,"Services provided by medical laboratories","Tjenester utført av medisinske laboratorier"
85146000,"Services provided by blood banks","Tjenester utført av blodbanker"
85146100,"Services provided by sperm banks","Tjenester utført av sædbanker"
85146200,"Services provided by transplant organ banks","Tjenester utført avorganbanker"
85147000,"Company health services",Bedriftshelsetjenester
85148000,"Medical analysis services","Medisinske analyser"
85149000,"Pharmacy services",Apotekvirksomhet
85150000,"Medical imaging services","Medisinske bildetjenester"
85160000,"Optician services",Optikertjenester
85170000,"Acupuncture and chiropractor services","Akupunktør- og kiropraktortjenester"
85171000,"Acupuncture services",Akupunktørtjenester
85172000,"Chiropractor services",Kiropraktortjenester
85200000,"Veterinary services",Dyrlege
85210000,"Domestic animal nurseries","Institusjon for husdyr"
85300000,"Social work and related services","Sosialtjenester og tilhørende tjenester"
85310000,"Social work services",Sosialarbeid
85311000,"Social work services with accommodation","Sosialomsorg med innkvartering"
85311100,"Welfare services for the elderly","Omsorg for eldre"
